,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,ctn-1,last_week_same_hour,last_day_same_hour
2012-03-13 09:00:00,1.0,1.0,3.0,9.0,0.0,2.0,1.0,1.0,0.48,0.4697,0.82,0.2836,342.0,-251.0,233.0,281.0
2012-03-13 10:00:00,1.0,1.0,3.0,10.0,0.0,2.0,1.0,1.0,0.52,0.5,0.77,0.2239,143.0,-199.0,129.0,137.0
2012-03-13 11:00:00,1.0,1.0,3.0,11.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.73,0.2836,219.0,76.0,130.0,150.0
2012-03-13 12:00:00,1.0,1.0,3.0,12.0,0.0,2.0,1.0,1.0,0.6,0.6061,0.6,0.2836,244.0,25.0,138.0,221.0
2012-03-13 13:00:00,1.0,1.0,3.0,13.0,0.0,2.0,1.0,1.0,0.6,0.6061,0.6,0.3881,233.0,-11.0,164.0,250.0
2012-03-13 14:00:00,1.0,1.0,3.0,14.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.53,0.3284,212.0,-21.0,136.0,221.0
2012-03-13 15:00:00,1.0,1.0,3.0,15.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.39,0.2239,264.0,52.0,166.0,233.0
2012-03-13 16:00:00,1.0,1.0,3.0,16.0,0.0,2.0,1.0,1.0,0.72,0.6515,0.34,0.3881,365.0,101.0,250.0,332.0
2012-03-13 17:00:00,1.0,1.0,3.0,17.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.37,0.1045,676.0,311.0,446.0,644.0
2012-03-13 18:00:00,1.0,1.0,3.0,18.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.34,0.2985,734.0,58.0,457.0,712.0
2012-03-13 19:00:00,1.0,1.0,3.0,19.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.47,0.2239,479.0,-255.0,287.0,446.0
2012-03-13 20:00:00,1.0,1.0,3.0,20.0,0.0,2.0,1.0,1.0,0.6,0.6212,0.49,0.1642,351.0,-128.0,187.0,286.0
2012-03-13 21:00:00,1.0,1.0,3.0,21.0,0.0,2.0,1.0,1.0,0.58,0.5455,0.56,0.1045,244.0,-107.0,148.0,205.0
2012-03-13 22:00:00,1.0,1.0,3.0,22.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.6,0.0896,170.0,-74.0,106.0,133.0
2012-03-13 23:00:00,1.0,1.0,3.0,23.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.56,0.1343,87.0,-83.0,54.0,63.0
2012-03-14 00:00:00,1.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.6,0.1045,39.0,-48.0,15.0,26.0
2012-03-14 01:00:00,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,0.52,0.5,0.63,0.0896,27.0,-12.0,5.0,16.0
2012-03-14 02:00:00,1.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.68,0.19399999999999998,2.0,-25.0,4.0,1.0
2012-03-14 03:00:00,1.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.72,0.19399999999999998,4.0,2.0,3.0,2.0
2012-03-14 04:00:00,1.0,1.0,3.0,4.0,0.0,3.0,1.0,1.0,0.48,0.4697,0.67,0.0896,5.0,1.0,3.0,1.0
2012-03-14 05:00:00,1.0,1.0,3.0,5.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.82,0.1343,27.0,22.0,18.0,24.0
2012-03-14 06:00:00,1.0,1.0,3.0,6.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.82,0.0896,121.0,94.0,108.0,113.0
2012-03-14 07:00:00,1.0,1.0,3.0,7.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.82,0.1045,368.0,247.0,344.0,308.0
2012-03-14 08:00:00,1.0,1.0,3.0,8.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.82,0.0,662.0,294.0,566.0,593.0
2012-03-14 09:00:00,1.0,1.0,3.0,9.0,0.0,3.0,1.0,1.0,0.52,0.5,0.68,0.0,351.0,-311.0,264.0,342.0
2012-03-14 10:00:00,1.0,1.0,3.0,10.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.56,0.1045,188.0,-163.0,147.0,143.0
2012-03-14 11:00:00,1.0,1.0,3.0,11.0,0.0,3.0,1.0,2.0,0.62,0.6212,0.41,0.1642,220.0,32.0,161.0,219.0
2012-03-14 12:00:00,1.0,1.0,3.0,12.0,0.0,3.0,1.0,2.0,0.64,0.6212,0.29,0.0,267.0,47.0,215.0,244.0
2012-03-14 13:00:00,1.0,1.0,3.0,13.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.27,0.2239,254.0,-13.0,205.0,233.0
2012-03-14 14:00:00,1.0,1.0,3.0,14.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.23,0.3284,224.0,-30.0,175.0,212.0
2012-03-14 15:00:00,1.0,1.0,3.0,15.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.24,0.0,283.0,59.0,209.0,264.0
2012-03-14 16:00:00,1.0,1.0,3.0,16.0,0.0,3.0,1.0,1.0,0.72,0.6364,0.25,0.19399999999999998,356.0,73.0,288.0,365.0
2012-03-14 17:00:00,1.0,1.0,3.0,17.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.28,0.0896,782.0,426.0,612.0,676.0
2012-03-14 18:00:00,1.0,1.0,3.0,18.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.32,0.0,749.0,-33.0,544.0,734.0
2012-03-14 19:00:00,1.0,1.0,3.0,19.0,0.0,3.0,1.0,1.0,0.64,0.6212,0.33,0.1642,472.0,-277.0,361.0,479.0
2012-03-14 20:00:00,1.0,1.0,3.0,20.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.35,0.1045,330.0,-142.0,260.0,351.0
2012-03-14 21:00:00,1.0,1.0,3.0,21.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.4,0.0896,288.0,-42.0,188.0,244.0
2012-03-14 22:00:00,1.0,1.0,3.0,22.0,0.0,3.0,1.0,1.0,0.52,0.5,0.55,0.1343,202.0,-86.0,159.0,170.0
2012-03-14 23:00:00,1.0,1.0,3.0,23.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.43,0.1642,91.0,-111.0,62.0,87.0
2012-03-15 00:00:00,1.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.49,0.1343,60.0,-31.0,46.0,39.0
2012-03-15 01:00:00,1.0,1.0,3.0,1.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.59,0.1045,23.0,-37.0,21.0,27.0
2012-03-15 02:00:00,1.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.59,0.0,19.0,-4.0,11.0,2.0
2012-03-15 03:00:00,1.0,1.0,3.0,3.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.63,0.0,7.0,-12.0,3.0,4.0
2012-03-15 04:00:00,1.0,1.0,3.0,4.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.77,0.1045,14.0,7.0,2.0,5.0
2012-03-15 05:00:00,1.0,1.0,3.0,5.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.67,0.0,26.0,12.0,29.0,27.0
2012-03-15 06:00:00,1.0,1.0,3.0,6.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.72,0.0896,117.0,91.0,109.0,121.0
2012-03-15 07:00:00,1.0,1.0,3.0,7.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.72,0.0896,381.0,264.0,334.0,368.0
2012-03-15 08:00:00,1.0,1.0,3.0,8.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.77,0.1045,623.0,242.0,585.0,662.0
2012-03-15 09:00:00,1.0,1.0,3.0,9.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.77,0.0896,315.0,-308.0,301.0,351.0
2012-03-15 10:00:00,1.0,1.0,3.0,10.0,0.0,4.0,1.0,1.0,0.52,0.5,0.68,0.1045,164.0,-151.0,138.0,188.0
2012-03-15 11:00:00,1.0,1.0,3.0,11.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.6,0.1343,211.0,47.0,204.0,220.0
2012-03-15 12:00:00,1.0,1.0,3.0,12.0,0.0,4.0,1.0,2.0,0.62,0.6212,0.5,0.1343,265.0,54.0,251.0,267.0
2012-03-15 13:00:00,1.0,1.0,3.0,13.0,0.0,4.0,1.0,2.0,0.66,0.6212,0.41,0.0896,273.0,8.0,233.0,254.0
2012-03-15 14:00:00,1.0,1.0,3.0,14.0,0.0,4.0,1.0,2.0,0.72,0.6515,0.3,0.1045,258.0,-15.0,203.0,224.0
2012-03-15 15:00:00,1.0,1.0,3.0,15.0,0.0,4.0,1.0,1.0,0.72,0.6515,0.32,0.2239,287.0,29.0,185.0,283.0
2012-03-15 16:00:00,1.0,1.0,3.0,16.0,0.0,4.0,1.0,1.0,0.72,0.6515,0.37,0.3881,426.0,139.0,342.0,356.0
2012-03-15 17:00:00,1.0,1.0,3.0,17.0,0.0,4.0,1.0,1.0,0.7,0.6364,0.39,0.2537,713.0,287.0,597.0,782.0
2012-03-15 18:00:00,1.0,1.0,3.0,18.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.44,0.2836,746.0,33.0,590.0,749.0
2012-03-15 19:00:00,1.0,1.0,3.0,19.0,0.0,4.0,1.0,2.0,0.64,0.6212,0.5,0.19399999999999998,425.0,-321.0,416.0,472.0
2012-03-15 20:00:00,1.0,1.0,3.0,20.0,0.0,4.0,1.0,2.0,0.58,0.5455,0.6,0.3582,330.0,-95.0,302.0,330.0
2012-03-15 21:00:00,1.0,1.0,3.0,21.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.68,0.2836,243.0,-87.0,233.0,288.0
2012-03-15 22:00:00,1.0,1.0,3.0,22.0,0.0,4.0,1.0,1.0,0.52,0.5,0.68,0.1343,169.0,-74.0,153.0,202.0
2012-03-15 23:00:00,1.0,1.0,3.0,23.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.72,0.19399999999999998,97.0,-72.0,94.0,91.0
2012-03-16 00:00:00,1.0,1.0,3.0,0.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.77,0.2537,57.0,-40.0,54.0,60.0
2012-03-16 01:00:00,1.0,1.0,3.0,1.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.82,0.3284,26.0,-31.0,26.0,23.0
2012-03-16 02:00:00,1.0,1.0,3.0,2.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.82,0.19399999999999998,4.0,-22.0,11.0,19.0
2012-03-16 03:00:00,1.0,1.0,3.0,3.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.2836,3.0,-1.0,7.0,7.0
2012-03-16 04:00:00,1.0,1.0,3.0,4.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.2537,3.0,0.0,1.0,14.0
2012-03-16 05:00:00,1.0,1.0,3.0,5.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.2239,32.0,29.0,29.0,26.0
2012-03-16 06:00:00,1.0,1.0,3.0,6.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.1642,99.0,67.0,85.0,117.0
2012-03-16 07:00:00,1.0,1.0,3.0,7.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.19399999999999998,278.0,179.0,268.0,381.0
2012-03-16 08:00:00,1.0,1.0,3.0,8.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.2239,562.0,284.0,501.0,623.0
2012-03-16 09:00:00,1.0,1.0,3.0,9.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.82,0.0,312.0,-250.0,284.0,315.0
2012-03-16 10:00:00,1.0,1.0,3.0,10.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.87,0.0896,180.0,-132.0,159.0,164.0
2012-03-16 11:00:00,1.0,1.0,3.0,11.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.77,0.0,207.0,27.0,187.0,211.0
2012-03-16 12:00:00,1.0,1.0,3.0,12.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.82,0.1343,294.0,87.0,201.0,265.0
2012-03-16 13:00:00,1.0,1.0,3.0,13.0,0.0,5.0,1.0,2.0,0.46,0.4545,0.77,0.0896,260.0,-34.0,224.0,273.0
2012-03-16 14:00:00,1.0,1.0,3.0,14.0,0.0,5.0,1.0,2.0,0.48,0.4697,0.72,0.0,202.0,-58.0,178.0,258.0
2012-03-16 15:00:00,1.0,1.0,3.0,15.0,0.0,5.0,1.0,3.0,0.46,0.4545,0.82,0.1045,107.0,-95.0,238.0,287.0
2012-03-16 16:00:00,1.0,1.0,3.0,16.0,0.0,5.0,1.0,3.0,0.48,0.4697,0.77,0.0,129.0,22.0,343.0,426.0
2012-03-16 17:00:00,1.0,1.0,3.0,17.0,0.0,5.0,1.0,3.0,0.48,0.4697,0.82,0.0896,258.0,129.0,566.0,713.0
2012-03-16 18:00:00,1.0,1.0,3.0,18.0,0.0,5.0,1.0,3.0,0.48,0.4697,0.82,0.0896,408.0,150.0,470.0,746.0
2012-03-16 19:00:00,1.0,1.0,3.0,19.0,0.0,5.0,1.0,2.0,0.46,0.4545,0.88,0.0,296.0,-112.0,244.0,425.0
2012-03-16 20:00:00,1.0,1.0,3.0,20.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.88,0.0,235.0,-61.0,159.0,330.0
2012-03-16 21:00:00,1.0,1.0,3.0,21.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.94,0.0,152.0,-83.0,141.0,243.0
2012-03-16 22:00:00,1.0,1.0,3.0,22.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.94,0.0,148.0,-4.0,107.0,169.0
2012-03-16 23:00:00,1.0,1.0,3.0,23.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.94,0.0,126.0,-22.0,86.0,97.0
2012-03-17 00:00:00,1.0,1.0,3.0,0.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.94,0.0896,100.0,-26.0,77.0,57.0
2012-03-17 01:00:00,1.0,1.0,3.0,1.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.94,0.0,69.0,-31.0,51.0,26.0
2012-03-17 02:00:00,1.0,1.0,3.0,2.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.88,0.0,42.0,-27.0,42.0,4.0
2012-03-17 03:00:00,1.0,1.0,3.0,3.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.88,0.0,26.0,-16.0,16.0,3.0
2012-03-17 04:00:00,1.0,1.0,3.0,4.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.94,0.0,2.0,-24.0,4.0,3.0
2012-03-17 05:00:00,1.0,1.0,3.0,5.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.94,0.0896,8.0,6.0,10.0,32.0
2012-03-17 06:00:00,1.0,1.0,3.0,6.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.94,0.19399999999999998,30.0,22.0,12.0,99.0
2012-03-17 07:00:00,1.0,1.0,3.0,7.0,0.0,6.0,0.0,2.0,0.4,0.4091,1.0,0.1343,86.0,56.0,40.0,278.0
2012-03-17 08:00:00,1.0,1.0,3.0,8.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.94,0.1045,218.0,132.0,111.0,562.0
2012-03-17 09:00:00,1.0,1.0,3.0,9.0,0.0,6.0,0.0,2.0,0.44,0.4394,0.88,0.0896,321.0,103.0,148.0,312.0
2012-03-17 10:00:00,1.0,1.0,3.0,10.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.77,0.0896,443.0,122.0,223.0,180.0
2012-03-17 11:00:00,1.0,1.0,3.0,11.0,0.0,6.0,0.0,2.0,0.52,0.5,0.77,0.1343,585.0,142.0,274.0,207.0
2012-03-17 12:00:00,1.0,1.0,3.0,12.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.68,0.1642,651.0,66.0,329.0,294.0
2012-03-17 13:00:00,1.0,1.0,3.0,13.0,0.0,6.0,0.0,1.0,0.6,0.6061,0.6,0.1045,686.0,35.0,357.0,260.0
2012-03-17 14:00:00,1.0,1.0,3.0,14.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.53,0.0896,690.0,4.0,379.0,202.0
2012-03-17 15:00:00,1.0,1.0,3.0,15.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.53,0.1343,679.0,-11.0,406.0,107.0
2012-03-17 16:00:00,1.0,1.0,3.0,16.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.5,0.0,685.0,6.0,390.0,129.0
2012-03-17 17:00:00,1.0,1.0,3.0,17.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.5,0.1343,648.0,-37.0,354.0,258.0
2012-03-17 18:00:00,1.0,1.0,3.0,18.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.57,0.2985,560.0,-88.0,297.0,408.0
2012-03-17 19:00:00,1.0,1.0,3.0,19.0,0.0,6.0,0.0,1.0,0.58,0.5455,0.64,0.2836,417.0,-143.0,184.0,296.0
2012-03-17 20:00:00,1.0,1.0,3.0,20.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.64,0.19399999999999998,271.0,-146.0,121.0,235.0
2012-03-17 21:00:00,1.0,1.0,3.0,21.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.68,0.1642,223.0,-48.0,110.0,152.0
2012-03-17 22:00:00,1.0,1.0,3.0,22.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.68,0.0,211.0,-12.0,100.0,148.0
2012-03-17 23:00:00,1.0,1.0,3.0,23.0,0.0,6.0,0.0,1.0,0.5,0.4848,0.77,0.1642,185.0,-26.0,83.0,126.0
2012-03-18 00:00:00,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.88,0.19399999999999998,107.0,-78.0,69.0,100.0
2012-03-18 01:00:00,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.82,0.1343,113.0,6.0,61.0,69.0
2012-03-18 02:00:00,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.46,0.4545,0.82,0.1045,56.0,-57.0,61.0,42.0
2012-03-18 03:00:00,1.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.88,0.1343,18.0,-38.0,66.0,26.0
2012-03-18 04:00:00,1.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.94,0.1642,14.0,-4.0,22.0,2.0
2012-03-18 05:00:00,1.0,1.0,3.0,5.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.94,0.1045,6.0,-8.0,7.0,8.0
2012-03-18 06:00:00,1.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.94,0.1045,11.0,5.0,10.0,30.0
2012-03-18 07:00:00,1.0,1.0,3.0,7.0,0.0,0.0,0.0,3.0,0.42,0.4242,0.88,0.1642,42.0,31.0,17.0,86.0
2012-03-18 08:00:00,1.0,1.0,3.0,8.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.88,0.1045,96.0,54.0,72.0,218.0
2012-03-18 09:00:00,1.0,1.0,3.0,9.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.88,0.0896,178.0,82.0,90.0,321.0
2012-03-18 10:00:00,1.0,1.0,3.0,10.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.88,0.1045,351.0,173.0,218.0,443.0
2012-03-18 11:00:00,1.0,1.0,3.0,11.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.82,0.1642,368.0,17.0,299.0,585.0
2012-03-18 12:00:00,1.0,1.0,3.0,12.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.88,0.1343,503.0,135.0,410.0,651.0
2012-03-18 13:00:00,1.0,1.0,3.0,13.0,0.0,0.0,0.0,2.0,0.46,0.4545,0.82,0.1642,544.0,41.0,464.0,686.0
2012-03-18 14:00:00,1.0,1.0,3.0,14.0,0.0,0.0,0.0,2.0,0.5,0.4848,0.77,0.0896,521.0,-23.0,501.0,690.0
2012-03-18 15:00:00,1.0,1.0,3.0,15.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.68,0.0896,554.0,33.0,487.0,679.0
2012-03-18 16:00:00,1.0,1.0,3.0,16.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.73,0.0896,541.0,-13.0,509.0,685.0
2012-03-18 17:00:00,1.0,1.0,3.0,17.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.64,0.0896,541.0,0.0,498.0,648.0
2012-03-18 18:00:00,1.0,1.0,3.0,18.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.64,0.1642,459.0,-82.0,389.0,560.0
2012-03-18 19:00:00,1.0,1.0,3.0,19.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.64,0.1642,352.0,-107.0,258.0,417.0
2012-03-18 20:00:00,1.0,1.0,3.0,20.0,0.0,0.0,0.0,1.0,0.52,0.5,0.77,0.1343,198.0,-154.0,171.0,271.0
2012-03-18 21:00:00,1.0,1.0,3.0,21.0,0.0,0.0,0.0,1.0,0.52,0.5,0.72,0.0896,173.0,-25.0,147.0,223.0
2012-03-18 22:00:00,1.0,1.0,3.0,22.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.77,0.1045,100.0,-73.0,94.0,211.0
2012-03-18 23:00:00,1.0,1.0,3.0,23.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.82,0.1642,46.0,-54.0,52.0,185.0
2012-03-19 00:00:00,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.48,0.4697,0.82,0.1045,23.0,-23.0,24.0,107.0
2012-03-19 01:00:00,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.1045,15.0,-8.0,10.0,113.0
2012-03-19 02:00:00,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.1642,8.0,-7.0,9.0,56.0
2012-03-19 03:00:00,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.0896,2.0,-6.0,2.0,18.0
2012-03-19 04:00:00,1.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.94,0.0,3.0,1.0,3.0,14.0
2012-03-19 05:00:00,1.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.94,0.0,31.0,28.0,16.0,6.0
2012-03-19 06:00:00,1.0,1.0,3.0,6.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.1343,120.0,89.0,88.0,11.0
2012-03-19 07:00:00,1.0,1.0,3.0,7.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.19399999999999998,354.0,234.0,268.0,42.0
2012-03-19 08:00:00,1.0,1.0,3.0,8.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.88,0.1045,579.0,225.0,564.0,96.0
2012-03-19 09:00:00,1.0,1.0,3.0,9.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.72,0.1642,331.0,-248.0,281.0,178.0
2012-03-19 10:00:00,1.0,1.0,3.0,10.0,0.0,1.0,1.0,1.0,0.52,0.5,0.72,0.1343,184.0,-147.0,137.0,351.0
2012-03-19 11:00:00,1.0,1.0,3.0,11.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.68,0.1642,201.0,17.0,150.0,368.0
2012-03-19 12:00:00,1.0,1.0,3.0,12.0,0.0,1.0,1.0,1.0,0.6,0.6061,0.64,0.2537,282.0,81.0,221.0,503.0
2012-03-19 13:00:00,1.0,1.0,3.0,13.0,0.0,1.0,1.0,1.0,0.62,0.6061,0.61,0.2537,263.0,-19.0,250.0,544.0
2012-03-19 14:00:00,1.0,1.0,3.0,14.0,0.0,1.0,1.0,2.0,0.64,0.6212,0.57,0.19399999999999998,260.0,-3.0,221.0,521.0
2012-03-19 15:00:00,1.0,1.0,3.0,15.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.57,0.2239,286.0,26.0,233.0,554.0
2012-03-19 16:00:00,1.0,1.0,3.0,16.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.5,0.2239,385.0,99.0,332.0,541.0
2012-03-19 17:00:00,1.0,1.0,3.0,17.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.53,0.2239,721.0,336.0,644.0,541.0
2012-03-19 18:00:00,1.0,1.0,3.0,18.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.57,0.2537,801.0,80.0,712.0,459.0
2012-03-19 19:00:00,1.0,1.0,3.0,19.0,0.0,1.0,1.0,1.0,0.62,0.6061,0.61,0.2239,549.0,-252.0,446.0,352.0
2012-03-19 20:00:00,1.0,1.0,3.0,20.0,0.0,1.0,1.0,1.0,0.6,0.6061,0.64,0.2239,330.0,-219.0,286.0,198.0
2012-03-19 21:00:00,1.0,1.0,3.0,21.0,0.0,1.0,1.0,1.0,0.6,0.6061,0.64,0.1642,223.0,-107.0,205.0,173.0
2012-03-19 22:00:00,1.0,1.0,3.0,22.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.73,0.1642,148.0,-75.0,133.0,100.0
2012-03-19 23:00:00,1.0,1.0,3.0,23.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.78,0.1343,54.0,-94.0,63.0,46.0
2012-03-20 00:00:00,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.78,0.0896,29.0,-25.0,26.0,23.0
2012-03-20 01:00:00,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.88,0.0,15.0,-14.0,16.0,15.0
2012-03-20 02:00:00,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.88,0.0896,10.0,-5.0,1.0,8.0
2012-03-20 03:00:00,1.0,1.0,3.0,3.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.0,3.0,-7.0,2.0,2.0
2012-03-20 04:00:00,1.0,1.0,3.0,4.0,0.0,2.0,1.0,2.0,0.52,0.5,0.88,0.1343,6.0,3.0,1.0,3.0
2012-03-20 05:00:00,1.0,1.0,3.0,5.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.0,20.0,14.0,24.0,31.0
2012-03-20 06:00:00,1.0,1.0,3.0,6.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.1642,100.0,80.0,113.0,120.0
2012-03-20 07:00:00,1.0,1.0,3.0,7.0,0.0,2.0,1.0,3.0,0.52,0.5,0.94,0.2239,170.0,70.0,308.0,354.0
2012-03-20 08:00:00,1.0,1.0,3.0,8.0,0.0,2.0,1.0,2.0,0.52,0.5,0.88,0.1045,516.0,346.0,593.0,579.0
2012-03-20 09:00:00,1.0,1.0,3.0,9.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.1642,325.0,-191.0,342.0,331.0
2012-03-20 10:00:00,1.0,1.0,3.0,10.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.88,0.19399999999999998,163.0,-162.0,143.0,184.0
2012-03-20 11:00:00,1.0,1.0,3.0,11.0,0.0,2.0,1.0,1.0,0.58,0.5455,0.83,0.1343,230.0,67.0,219.0,201.0
2012-03-20 12:00:00,1.0,1.0,3.0,12.0,0.0,2.0,1.0,1.0,0.6,0.5758,0.78,0.2537,261.0,31.0,244.0,282.0
2012-03-20 13:00:00,1.0,1.0,3.0,13.0,0.0,2.0,1.0,1.0,0.6,0.5758,0.78,0.19399999999999998,284.0,23.0,233.0,263.0
2012-03-20 14:00:00,1.0,1.0,3.0,14.0,0.0,2.0,1.0,2.0,0.6,0.5909,0.73,0.1642,248.0,-36.0,212.0,260.0
